movie_name,actors_List,genre_list 
Toni Erdmann,"{'Peter Simonischek': 'Winfried Conradi/Toni Erdmann', 'Sandra Hüller': 'Ines Conradi', 'Alexandru Papadopol': 'Dascalu', 'Anna Maria Bergold': 'Tabea', 'Hadewych Minis': 'Tatjana', 'Ingrid Bisu': 'Anca', 'Ingrid Burkhard': 'Annegret', 'Ioan Brancu': 'Cast', 'Jürg Löw': 'Gerhard', 'Lucy Russell': 'Steph', 'Manuela Ciucur': 'Frau Rodica', 'Michael Wittenborn': 'Henneberg', 'Nicolas Wackerbarth': 'Coach Leopold', 'Niels Bormann': 'Kurierfahrer', 'Radu Banzaru': 'Bogdan', 'Ruth Reinecke': 'Renate', 'Thomas Loibl': 'Gerald', 'Trystan Pütter': 'Tim', 'Victoria Cocias': 'Flavia', 'Victoria Malektorovych': 'Natalja', 'Vlad Ivanov': 'Illiescu'}","['Drama', 'Comedy']"
Yi Yi,"{'Nien-Jen Wu': 'N.J.', 'Adriene Lin': 'Lili', 'An-an Hsu': 'Cast', 'Chuan-cheng Tao': 'Dada', 'Elaine Jin': 'Min-Min', 'Hsi-Sheng Chen': 'Ah-Di', 'Hsin-Yi Tseng': 'Yunyun', 'Issei Ogata': 'Ota', 'Jonathan Chang': 'Yang-Yang', 'Kelly Lee': 'Ting-Ting', 'Pang Chang Yu': 'Pangzi', 'Ru-Yun Tang': ""NJ's Mother"", 'Shu-shen Hsiao': 'Xiao-Yan', 'Shu-Yuan Hsu': 'Mrs. Jiang', 'Su-Yun Ko': 'Sherry Chang-Breitner', 'Yiwen Chen': 'Cast', 'Yung-Feng Lee': 'Migo'}","['Drama', 'Romance', 'Music']"
McCabe & Mrs. Miller,"{'Bert Remsen': 'Bart Coyle', 'Corey Fischer': 'Mr. Elliott', 'John Schuck': 'Smalley', 'Julie Christie': 'Constance Miller', 'Keith Carradine': 'Cowboy', 'Michael Murphy': 'Sears', 'René Auberjonois': 'Sheehan', 'Shelley Duvall': 'Ida Coyle', 'Warren Beatty': 'John McCabe', 'William Devane': 'The Lawyer', 'Antony Holland': 'Hollander', 'Hugh Millais': 'Butler', 'Jace Van Der Veen': 'Breed', 'Jackie Crossland': 'Lily', 'Manfred Schulz': 'Kid'}","['Drama', 'Western']"
The Best Years of Our Lives,"{""Cathy O'Donnell"": 'Wilma Cameron', 'Dana Andrews': 'Fred Derry', 'Fredric March': 'Al Stephenson', 'Gladys George': 'Hortense Derry', 'Harold Russell': 'Homer Parrish', 'Hoagy Carmichael': 'Butch Engle', 'Myrna Loy': 'Milly Stephenson', 'Roman Bohnen': 'Pat Derry', 'Teresa Wright': 'Peggy Stephenson', 'Virginia Mayo': 'Marie Derry', 'Dorothy Adams': 'Mrs. Cameron', 'Minna Gombell': 'Mrs. Parrish', 'Ray Collins': 'Mr. Milton', 'Steve Cochran': 'Cliff', 'Walter Baldwin': 'Mr. Parrish'}","['Drama', 'Romance', 'War']"
Stagecoach,"{'Andy Devine': 'Buck', 'Berton Churchill': 'Ellsworth Henry Gatewood', 'Claire Trevor': 'Dallas', 'Donald Meek': 'Samuel Peacock', 'George Bancroft': 'Marshal Curley Wilcox', 'John Carradine': 'Hatfield', 'John Wayne': 'Ringo Kid', 'Louise Platt': 'Mrs. Lucy Mallory', 'Thomas Mitchell': 'Doc Josiah Boone', 'Tim Holt': 'Lt. Blanchard', 'Chief John Big Tree': 'Indian Scout', 'Dorothy Appleby': 'Girl In Saloon', 'Frank Baker': 'Cast', 'Ted Billings': 'Bit Part', 'Tom Tyler': 'Luke Plummer'}","['Adventure', 'Drama', 'Western']"
Inside Llewyn Davis,"{'Carey Mulligan': 'Jean Berkey', 'Garrett Hedlund': 'Johnny Five', 'John Goodman': 'Roland Turner', 'Justin Timberlake': 'Jim Berkey', 'Oscar Isaac': 'Llewyn Davis', 'Adam Driver': 'Al Cody', 'Alex Karpovsky': 'Marty Green', 'Antonio E. Moreno': 'Chicago Diner Patron', 'Bradley Mott': 'Joe Flom', 'Ethan Phillips': 'Mitch Gorfein', 'F. Murray Abraham': 'Bud Grossman', 'Frank Ridley': 'Cast', 'Genevieve Adams': 'Downtown Girl', 'Helen Hong': 'Janet Fung', 'Jake Ryan': 'Danny', 'James Colby': 'Roadside Cop', 'Jeanine Serralles': 'Joy', 'Jerry Grayson': 'Mel Novikoff', 'Joel Brody': 'Retired Merchant Marine', 'Max Casella': 'Poppy Corsicatto', 'Mike Houston': 'Station Cop', 'Ricardo Cordero': 'Nunzio', 'Robin Bartlett': 'Lillian Gorfein', 'Stark Sands': 'Troy Nelson'}","['Drama', 'Music']"
Sherpa,"{'Bridget Ikin': 'Producer', 'David Gross': 'Executive Producer', 'Jennifer Peedom': 'Co-Producer', 'John Maynard': 'Executive Producer', 'John Smithson': 'Producer'}",['Documentary']
There Will Be Blood,"{'Daniel Day-Lewis': 'Daniel Plainview', 'Barry Del Sherman': 'H.B. Ailman', 'Coco Leigh': 'Mrs. Bankside', 'Dillon Freasier': 'Young H.W. Plainview', 'Erica Sullivan': 'Signal Hill Woman', 'Harrison Taylor': 'Baby H.W. Plainview', 'Jacob Stringer': 'Silver Assay Worker', 'Jim Meskimen': 'Signal Hill Married Man', 'Joseph Mussey': 'Silver Assay Worker', 'Kevin Breznahan': 'Signal Hill Man', 'Martin Stringer': 'Silver Assay Worker', 'Matthew Braden Stringer': 'Silver Assay Worker', 'Paul F. Tompkins': 'Prescott', 'Randall Carver': 'Mr. Bankside', 'Stockton Taylor': 'Baby H.W. Plainview'}","['Drama', 'Thriller']"
Badlands,"{'Martin Sheen': 'Kit', 'Sissy Spacek': 'Holly', 'Alan Vint': 'Deputy', 'Ben Bravo': 'Gas Attendant', 'Bryan Montgomery': 'Boy', 'Charles Fitzpatrick': 'Clerk', 'Dona Baldwin': 'Maid', 'Emilio Estevez': 'Boy Under Lamppost', 'Gail Threlkeld': 'Girl', 'Gary Littlejohn': 'Sheriff', 'Howard Ragsdale': 'Boss', 'John Carter': 'Rich Man', 'John Womack Jr.': 'Trooper', 'Ramon Bieri': 'Cato', 'Warren Oates': 'Father'}","['Drama', 'Crime']"
The Last Picture Show,"{'Ben Johnson': 'Sam The Lion', 'Cloris Leachman': 'Ruth Popper', 'Clu Gulager': 'Abilene', 'Cybill Shepherd': 'Jacy Farrow', 'Eileen Brennan': 'Genevieve', 'Ellen Burstyn': 'Lois Farrow', 'Jeff Bridges': 'Duane Jackson', 'Sam Bottoms': 'Billy', 'Sharon Ullrick': 'Charlene Duggs', 'Timothy Bottoms': 'Sonny Crawford', 'Barc Doyle': 'Joe Bob Blanton', 'Bill Thurman': 'Coach Popper', 'Jessie Lee Fulton': 'Miss Mosey', 'Joe Heathcock': 'The Sheriff', 'Randy Quaid': 'Lester Marlow'}",['Drama']
Do the Right Thing,"{'Danny Aiello': ""Salvatore 'Sal' Fragione"", 'Ossie Davis': 'Da Mayor', 'Ruby Dee': 'Mother Sister', 'Bill Nunn': 'Radio Raheem', 'Frankie Faison': 'Coconut Sid', 'Giancarlo Esposito': 'Buggin Out', 'John Savage': 'Clifton', 'John Turturro': 'Pino', 'Joie Lee': 'Jade', 'Miguel Sandoval': 'Officer Ponte', 'Paul Benjamin': 'ML', 'Richard Edson': 'Vito', 'Rick Aiello': 'Officer Long', 'Robin Harris': 'Sweet Dick Willie', 'Spike Lee': 'Mookie'}","['Drama', 'Comedy']"
Sita Sings the Blues,"{'Aladdin Ullah': 'Mareecha/Hanuman', 'Annette Hanshaw': 'Sita (Singing)', 'Aseem Chhabra': 'Narrator - Shadow Puppet 1', 'Bhavana Nagulapally': 'Narrator - Shadow Puppet 2', 'Debargo Sanyal': 'Rama', 'Deepti Gupta': 'Kaikeyi', 'Manish Acharya': 'Narrator - Shadow Puppet 3', 'Nina Paley': 'Producer', 'Nitya Vidyasagar': 'Luv/Kush', 'Pooja Kumar': 'Surphanaka', 'Reena Shah': 'Sita', 'Sanjiv Jhaveri': 'Dave/Dasharatha/Ravana/Dhobi/Valmiki'}","['Fantasy', 'Comedy', 'Romance', 'Animation', 'Musical']"
The Decline of Western Civilization,"{'Alice Bag': 'Lead Singer, The Alice Bag Band', 'Alice Bag Band': 'Themselves', 'Black Flag': 'Themselves', 'Circle Jerks': 'Themselves', 'Claude Bessy': 'Catholic Discipline/Vocalist', 'Darby Crash': 'Lead Singer, The Germs', 'Dinah Cancer': 'Herself', 'Don Bolles': 'Drummer, The Germs', 'Exene Cervenka': ""'X' - Vocals"", 'Philo Cramer': 'Fear Guitar', 'Bill Gazzarri': 'Himself', 'Fear': 'Themselves', 'Frank Gargani': 'Appears As Himself', 'John Doe': ""'X' - Vocals, Bassist"", 'Lorna Doom': 'Bassist, The Germs'}","['History', 'Music', 'Documentary']"
Yojimbo,"{'Daisuke Katô': ""Inokichi - Ushitora's Rotund Brother"", 'Eijirô Tôno': 'Gonji - Tavern Keeper', 'Hiroshi Tachikawa': 'Yoichiro', 'Isuzu Yamada': 'Orin', 'Seizaburô Kawazu': 'Seibê - Brothel Operator', 'Takashi Shimura': 'Tokuemon - Sake Brewer', 'Tatsuya Nakadai': 'Unosuke - Gunfighter', 'Toshirô Mifune': 'Sanjuro Kuwabatake/The Samurai', 'Yôko Tsukasa': 'Nui', 'Yôsuke Natsuki': ""Kohei's Son"", 'Atsushi Watanabe': 'The Cooper - Coffin-Maker', 'Ikio Sawamura': 'Hansuke', 'Kamatari Fujiwara': 'Tazaemon', 'Kyû Sazanka': 'Ushitora', 'Susumu Fujita': 'Homma - Instructor Who Skips Town'}","['Action', 'Drama', 'Thriller']"
Rio Bravo,"{'Angie Dickinson': 'Feathers', 'Claude Akins': 'Joe Burdette', 'Dean Martin': ""Dude ('Borrachón')"", 'Estelita Rodriguez': 'Consuela Robante', 'John Russell': 'Nathan Burdette', 'John Wayne': 'Sheriff John T. Chance', 'Pedro Gonzalez Gonzalez': 'Carlos Robante', 'Ricky Nelson': 'Colorado Ryan', 'Walter Brennan': 'Stumpy', 'Ward Bond': 'Pat Wheeler', 'Frank Balderrama': 'Barfly', 'Fred Aldrich': 'Barfly', 'Harry Carey Jr.': 'Harold', 'Malcolm Atterbury': 'Jake (Stage Driver)', 'Sheb Wooley': 'Cowboy'}","['Action', 'Drama', 'Western']"
Brother's Keeper,"{'Connie Chung': 'Herself', 'Donald F. Cerio': 'Himself - Madison County District Attorney', 'John W. Graham': 'Himself - Bureau Of Criminal Investigation, New York State Police', 'Maynard A. Cosnett': 'Himself - Bureau Of Criminal Investigation, New York State Police', 'Robert J. Killough': 'Himself - Bureau Of Criminal Investigation, New York State Police', 'Bruce Sinofsky': 'Producer', 'Joe Berlinger': 'Producer', 'Nicholas Gottlieb': 'Associate Producer'}","['Mystery', 'Crime', 'Documentary']"
Sankofa,"{'Afemo Omilami': 'Noble Ali', 'Alexandra Duah': 'Nunu', 'Hasinatu Camara': 'Jumma', 'Jimmy Lee Savage': 'Mussa', 'Kofi Ghanaba': 'Sankofa', 'Mutabaruka': 'Shango', 'Mzuri': 'Lucy', 'Nick Medley': 'Joe', 'Oyafunmike Ogunlano': 'Mona', 'Reggie Carter': 'Father Raphael', 'Jim Faircloth': 'James', 'John A. Mason': 'Big Boy', 'Louise Reid': 'Esther', 'Roger Doctor': 'Nathan', 'Stanley Michelson': 'Mr. Lafayette'}",['Drama']
Crumb,"{'Aline Kominsky': 'Herself', 'Beatrice Crumb': 'Herself', 'Bill Griffith': 'Himself', 'Charles Crumb': 'Himself', 'Dana Morgan': 'Herself', 'Deirdre English': 'Herself', 'Don Donahue': 'Himself', 'Kathy Goodell': 'Herself', 'Martin Müller': 'Himself', 'Maxon Crumb': 'Himself', 'Peggy Orenstein': 'Herself', 'Robert Hughes': 'Himself', 'Spain Rodriguez': 'Himself', 'Trina Robbins': 'Herself', 'Albert Berger': 'Executive Producer', 'Lawrence Wilkinson': 'Executive Producer', 'Lianne Halfon': 'Executive Producer', ""Lynn O'Donnell"": 'Producer', 'Neal Halfon': 'Co-Producer', 'Terry Zwigoff': 'Producer'}","['Biography', 'Documentary']"
Spotlight,"{'John Slattery': 'Ben Bradlee Jr.', 'Liev Schreiber': 'Marty Baron', 'Mark Ruffalo': 'Mike Rezendes', 'Michael Keaton': ""Walter 'Robby' Robinson"", 'Rachel McAdams': 'Sacha Pfeiffer', 'Stanley Tucci': 'Mitchell Garabedian', 'Billy Crudup': 'Eric Macleish', ""Brian d'Arcy James"": 'Matty Carroll', 'Christopher Gallagher': 'Baseball Fan', 'Dallas Peplow': 'Police Officer', 'Doug Murray': 'Peter Canellos', 'Duane Murray': 'Hans Pfeiffer', 'Elena Juatco': 'Guest List Woman', 'Elena Wohl': 'Barbara Robinson', 'Faith Fay': 'Baseball Fan', 'Gary Galone': 'Jack Dunn', 'Gene Amoroso': 'Steve Kurkjian', 'Jamey Sheridan': 'Jim Sullivan', 'Lana Antonova': 'Veronica', 'Len Cariou': 'Cardinal Law', 'London Hall': 'Boston Globe Reporter,Percision Driver', 'Michael Cyril Creighton': 'Joe Crowley', 'Neal Huff': 'Phil Saviano', 'Paul Guilfoyle': 'Peter Conley', 'Rob deLeeuw': 'Quimby (Herald Reporter)', 'Robert B. Kennedy': 'Court Clerk Mark', 'Sharon McFarlane': 'Helen Donovan', 'Shawn Contois': 'Business Man', 'Stefanie Drummond': 'Sheila', 'Zarrin Darnell-Martin': 'Wanda'}","['Biography', 'Drama', 'History', 'Thriller']"
The Band Wagon,"{'Cyd Charisse': 'Gabrielle Gerard', 'Fred Aldrich': 'Hot Dog Vendor', 'Fred Astaire': 'Tony Hunter', 'India Adams': 'Gabrielle Gerard', 'Jack Buchanan': 'Jeffrey Cordova', 'James Mitchell': 'Paul Byrd', 'Nanette Fabray': 'Lily Marton', 'Oscar Levant': 'Lester Marton', 'Richard Alexander': 'Stagehand', 'Robert Gist': 'Hal Benton', 'Barbara Bailey': 'Dancer', 'Brandon Beach': 'Auction Guest', 'Ernest Anderson': 'Train Porter', 'Lysa Baugher': 'Dancer In Troupe', 'Patsy Bangs': 'Dancer'}","['Comedy', 'Romance', 'Musical']"
One More Time with Feeling,"{'Anna Smith Tenser': 'Executive Producer', 'Charles-Marie Anthonioz': 'Executive Producer', 'David Fowler': 'Producer', 'Dulcie Kellet': 'Producer', 'Dulcie Kellett': 'Producer', 'James Wilson': 'Producer', 'Marisa Clifford': 'Executive Producer', 'Mourad Belkeddar': 'Executive Producer', 'Nicolas Lhermitte': 'Executive Producer', 'Thomas Benski': 'Executive Producer'}","['Music', 'Documentary']"
The Diving Bell and the Butterfly,"{'Emmanuelle Seigner': 'Céline', 'Marie-Josée Croze': 'Henriette Roi', 'Mathieu Amalric': 'Jean-Do', 'Anne Consigny': 'Claude', 'Fiorella Campanella': 'Céleste', 'Gérard Watkins': 'Le Docteur Cocheton', 'Isaach De Bankolé': 'Laurent', 'Jean-Pierre Cassel': 'Père Lucien Et Le Vendeur', 'Marina Hands': 'Joséphine', 'Max von Sydow': 'Papinou', 'Niels Arestrup': 'Roussin', 'Olatz López Garmendia': 'Marie Lopez', 'Patrick Chesnais': 'Le Docteur Lepage', 'Talina Boyaci': 'Hortense', 'Théo Sampaio': 'Théophile'}","['Biography', 'Drama']"
Invasion of the Body Snatchers,"{'Carolyn Jones': ""Theodora 'Teddy' Belicec"", 'Dana Wynter': 'Becky Driscoll', 'Jean Willes': 'Nurse Sally Withers', 'Kenneth Patterson': 'Stanley Driscoll', 'Kevin McCarthy': 'Dr. Miles J. Bennell', 'King Donovan': 'Jack Belicec', 'Larry Gates': ""Dr. Dan 'Danny' Kauffman"", 'Ralph Dumke': 'Police Chief Nick Grivett', 'Tom Fadden': 'Uncle Ira Lentz', 'Virginia Christine': 'Wilma Lentz', 'Beatrice Maude': 'Grandma Grimaldi', 'Bobby Clark': 'Jimmy Grimaldi', 'Eileen Stevens': 'Anne Grimaldi', 'Guy Way': 'Officer Sam Janzek', 'Jean Andren': 'Eleda Lentz'}","['Sci-Fi', 'Drama', 'Horror']"
The Class,"{'François Bégaudeau': 'François Marin', 'Agame Malembo-Emene': 'Agame', 'Angélica Sancio': 'Angélica', 'Arthur Fogel': 'Arthur', 'Boubacar Toure': 'Boubacar', 'Burak Özyilmaz': 'Burak', 'Carl Nanor': 'Carl', 'Cherif Bounaïdja Rachedi': 'Cherif', 'Dalla Doucoure': 'Dalla', 'Damien Gomes': 'Damien', 'Esmeralda Ouertani': 'Esmeralda', 'Eva Paradiso': 'Eva', 'Henriette Kasaruhanda': 'Henriette', 'Juliette Demaille': 'Juliette', 'Justine Wu': 'Justine'}",['Drama']
Platoon,"{'Tom Berenger': 'Sgt. Barnes', 'Willem Dafoe': 'Sgt. Elias', 'Bob Orwig': 'Gardner', 'Chris Pedersen': 'Crawford', 'Corey Glover': 'Francis', 'Corkey Ford': 'Manny', 'David Neidorf': 'Tex', 'Forest Whitaker': 'Big Harold', 'Francesco Quinn': 'Rhah', 'John C. McGinley': ""Sgt. O'Neill"", 'Johnny Depp': 'Lerner', 'Keith David': 'King', 'Kevin Dillon': 'Bunny', 'Mark Moses': 'Lt. Wolfe', 'Reggie Johnson': 'Junior'}","['Drama', 'War']"
35 Shots of Rum,"{'Adèle Ado': 'La Patronne Du Bar', 'Alex Descas': 'Lionel', 'Cheikh Toure': 'Le Jeune Serveur', 'David Saada': 'Le Cow-Boy', 'Djédjé Apali': 'Martial', 'Eriq Ebouaney': 'Blanchard', 'Grégoire Colin': 'Noé', 'Ingrid Caven': 'La Tante Allemande', 'Jean-Christophe Folly': 'Ruben', 'Julieth Mars Toussaint': 'René', 'Mario Canonge': 'Le Collègue', 'Mary Pie': 'Lina', 'Mati Diop': 'Joséphine', 'Nicole Dogue': 'Gabrielle', 'Stéphane Pocrain': 'Le Prof', 'Bruno Pésery': 'Producer', 'Christoph Friedel': 'Co-Producer', 'Claudia Steffen': 'Co-Producer', 'Karl Baumgartner': 'Producer'}",['Drama']
Apocalypse Now: Final Cut,{},"['Drama', 'Mystery', 'War']"
Chinatown,"{'Faye Dunaway': 'Evelyn Mulwray', 'Jack Nicholson': 'J.J. Gittes', 'John Huston': 'Noah Cross', 'Bruce Glover': 'Duffy', 'Darrell Zwerling': 'Hollis Mulwray', 'Diane Ladd': 'Ida Sessions', 'James Hong': ""Evelyn's Butler"", ""James O'Rear"": 'Lawyer', 'Joe Mantell': 'Walsh', 'John Hillerman': 'Yelburton', 'Nandu Hinds': 'Sophie', 'Perry Lopez': 'Escobar', 'Richard Bakalyan': 'Loach', 'Roman Polanski': 'Man With Knife', 'Roy Jenson': 'Mulvihill'}","['Drama', 'Mystery', 'Thriller', 'Crime']"
The Florida Project,"{'Aiden Malik': 'Dicky', 'Bria Vinaite': 'Halley', 'Brooklynn Prince': 'Moonee', 'Caleb Landry Jones': 'Jack', 'Christopher Rivera': 'Scooty', 'Edward Pagan': ""Dicky's Dad"", 'Jasineia Ramos': 'Luci', 'Jason Blackwater': 'Ticket-Buying Dad', 'Josie Olivo': 'Grandma Stacy', 'Karren Karagulian': 'Narek', 'Macon Blair': 'Tourist John', 'Patti Wiley': 'Amber', 'Sandy Kane': 'Gloria', 'Valeria Cotto': 'Jancey', 'Willem Dafoe': 'Bobby', 'Bronwyn Valley': 'Twistee Treat Girl', 'Carl Bradfield': 'Charlie Coachman', 'Gary B. Gross': 'Officer Gary', 'Jim Coleman': 'Cabbie', 'Jim R. Coleman': 'Cabbie', 'Kelly Fitzgerald': ""Twistee Treat Girl's Mom"", 'Krystal Nicole Watts': 'Case Worker', 'Mela Murder': 'Ashley', 'Rosa Medina Perez': 'Bertha', 'Sabina Friedman-Seitz': 'Church Group Sarah'}",['Drama']
Timbuktu,"{'Abel Jafri': 'Abdelkrim', 'Ibrahim Ahmed': 'Kidane', 'Layla Walet Mohamed': 'Toya', 'Mehdi A.G. Mohamed': 'Issan', 'Toulou Kiki': 'Satima', 'Adel Mahmoud Cherif': ""L'Imam"", 'Cheik A.G. Emakni': 'Omar', 'Fatoumata Diawara': 'La Chanteuse', 'Hichem Yacoubi': 'Djihadiste', 'Kettly Noël': 'Zabou', 'Mamby Kamissoko': 'Djihadiste', 'Pino Desperado': 'Cast', 'Salem Dendou': 'Le Chef Djihadiste', 'Weli Cleib': 'Juge', 'Yoro Diakité': 'Djihadiste', 'Zikra Oualet Moussa': 'Tina'}",['Drama']
Frenzy,"{'Alec McCowen': 'Chief Inspector Tim Oxford', 'Anna Massey': 'Babs Milligan', 'Barbara Leigh-Hunt': 'Brenda Blaney', 'Barry Foster': 'Robert Rusk', 'Bernard Cribbins': 'Felix Forsythe', 'Billie Whitelaw': 'Hetty Porter', 'Clive Swift': 'Johnny Porter', 'Jon Finch': 'Richard Blaney', 'Michael Bates': 'Sergeant Spearman', 'Vivien Merchant': 'Mrs. Oxford', 'Elsie Randolph': 'Gladys', 'Gerald Sim': 'Solicitor In Pub', 'Jean Marsh': 'Monica Barling', 'John Boxer': 'Sir George', 'Madge Ryan': 'Mrs. Davison'}",['Thriller']
Brief Encounter,"{'Alfie Bass': 'Waiter At The Royal', 'Celia Johnson': 'Laura Jesson', 'Cyril Raymond': 'Fred Jesson', 'Everley Gregg': 'Dolly Messiter', 'Joyce Carey': 'Myrtle Bagot', 'Margaret Barton': 'Beryl Walters - Tea Room Assistant', 'Marjorie Mars': 'Mary Norton', 'Stanley Holloway': 'Albert Godby', 'Trevor Howard': 'Dr. Alec Harvey', 'Wilfred Babbage': 'Policeman At War Memorial', 'Noel Coward': 'Train Station Announcer', 'Nuna Davey': ""Herminie Rolandson - Mary's Cousin"", 'Sydney Bromley': 'Johnnie - Second Soldier', 'Valentine Dyall': ""Stephen Lynn - Alec's 'Friend'"", 'Wallace Bosco': ""Doctor At Bobbie's Accident""}","['Drama', 'Romance']"
Cool Hand Luke,"{'Clifton James': 'Carr', 'George Kennedy': 'Dragline', 'J.D. Cannon': 'Society Red', 'Jo Van Fleet': 'Arletta', 'Lou Antonio': 'Koko', 'Luke Askew': 'Boss Paul', 'Morgan Woodward': 'Boss Godfrey', 'Paul Newman': 'Luke', 'Robert Drivas': 'Loudmouth Steve', 'Strother Martin': 'Captain', 'Dennis Hopper': 'Babalugats', 'Marc Cavell': 'Rabbitt', 'Richard Davalos': 'Blind Dick', 'Robert Donner': 'Boss Shorty', 'Warren Finnerty': 'Tattoo'}","['Drama', 'Crime']"
Little Women,"{'Douglass Montgomery': 'Laurie', 'Edna May Oliver': 'Aunt March', 'Frances Dee': 'Meg', 'Henry Stephenson': 'Mr. Laurence', 'Jean Parker': 'Beth', 'Joan Bennett': 'Amy', 'John Lodge': 'Brooke', 'Katharine Hepburn': 'Jo', 'Paul Lukas': 'Prof. Bhaer', 'Spring Byington': 'Marmee', 'Harry Beresford': 'Doctor Bangs', 'Mabel Colcord': 'Hannah', 'Marion Ballou': 'Mrs. Kirke', 'Nydia Westman': 'Mamie', 'Samuel S. Hinds': 'Mr. March'}","['Drama', 'Romance', 'Family']"
Maborosi,"{'Akira Emoto': 'Yoshihiro', 'Gohki Kashiyama': 'Yuichi', 'Hidekazu Akai': 'Master', 'Hiromi Ichida': 'Hatsuko', 'Kikuko Hashimoto': ""Kiyo, Yumiko's Grandmother"", 'Makiko Esumi': 'Yumiko', 'Midori Kiuchi': 'Michiko', 'Minori Terada': 'Detective', 'Mutsuko Sakura': 'Tomeno', 'Naomi Watanabe': 'Tomoko', 'Ren Ôsugi': ""Hiroshi, Yumiko's Father"", 'Shuichi Harada': 'Cop', 'Tadanobu Asano': 'Ikuo', 'Takashi Inoue': 'Driver', 'Takashi Naitô': 'Tamio', 'Chikako Nakabayashi': 'Assistant Producer', 'Naoe Gôzu': 'Producer', 'Takashi Sakurai': 'Assistant Producer', 'Yutaka Shigenobu': 'Executive Producer'}",['Drama']
Top Hat,"{'Edward Everett Horton': 'Horace Hardwick', 'Eric Blore': 'Bates', 'Erik Rhodes': 'Alberto Beddini', 'Fred Astaire': 'Jerry Travers', 'Ginger Rogers': 'Dale Tremont', 'Helen Broderick': 'Madge Hardwick', 'Lucille Ball': 'Flower Clerk', 'Robert Adair': 'London Hotel Clerk', 'Tito Blasco': 'Minor Role', 'Tom Brandon': 'Minor Role', 'Gino Corrado': 'Venice Hotel Manager', 'Lorinne Crawford': 'Dancer', 'Phyllis Coghlan': 'Dancer', 'Roy Brent': 'Minor Role', 'Tom Costello': 'Minor Role'}","['Comedy', 'Romance', 'Musical']"
Apocalypse Now Redux,"{'Marlon Brando': 'Colonel Walter E. Kurtz', 'Martin Sheen': 'Captain Benjamin L. Willard', 'Albert Hall': 'Chief Phillips', 'Bo Byers': 'MP Sergeant #1', 'Dennis Hopper': 'Photojournalist', 'Frederic Forrest': ""Jay 'Chef' Hicks"", 'G.D. Spradlin': 'General Corman', 'Harrison Ford': 'Colonel Lucas', 'James Keane': ""Kilgore's Gunner"", 'Jerry Ziesmer': 'Jerry, Civilian', 'Kerry Rossall': 'Mike From San Diego', 'Laurence Fishburne': ""Tyrone 'Clean' Miller"", 'Robert Duvall': 'Lieutenant Colonel Bill Kilgore', 'Sam Bottoms': 'Lance B. Johnson', 'Scott Glenn': 'Lieutenant Richard M. Colby'}","['Action', 'Drama', 'War']"
Never Rarely Sometimes Always,"{'Amy Tribbey': 'Ultrasound Tech', 'Aurora Richards': 'Hayden', 'Brett Puglisi': 'Talent Show Audience Member', 'Carolina Espiro': 'Michelle/Financial Advisor', 'Christian Clements': 'Clean Cut Teenage Boy', 'Daniel Buneta': 'Clean Cut Teenage Boy', 'David Buneta': 'Clean Cut Teenage Boy', 'Deepti Menon': 'Hotel Receptionist', 'Denise Pillott': 'Receptionist 2', 'Drew Seltzer': ""Boyer's Manager"", 'Eliazar Jimenez': 'Elvis Impersonator', 'Guy A. Fortt': 'Security Guard', 'Kim Rios Lin': 'Anesthesiologist', 'Lester Greene': 'Bus Driver #1', 'Rose Elizabeth Richards': 'Sierra', 'Ryan Eggold': 'Ted', 'Sam Dugger': 'Clean Cut Teenage Boy', 'Sharon Van Etten': 'Mother', 'Sidney Flanigan': 'Autumn', 'Talia Ryder': 'Skylar', 'Théodore Pellerin': 'Jasper', 'Alana Barrett-Adkins': 'Nurse #2', 'Alexander Carney': 'Hall Monitor', 'April Szykeruk': 'Nurse', 'Brian Altemus': 'Rowdy Student', 'Jingjing Tian': 'Bakery Employee', 'John Ballinger Sr.': 'Guy In Supermarket', 'Lizbeth MacKay': 'Receptionist #1', 'Luz Ozuna': 'Receptionist #4', 'Mia Dillon': ""Women's Centre Director"", 'Michael Erik': 'Bowling Alley Person'}",['Drama']
Annie Hall,"{'Diane Keaton': 'Annie Hall', 'Woody Allen': 'Alvy Singer', 'Carol Kane': 'Allison', 'Christopher Walken': 'Duane Hall', 'Colleen Dewhurst': 'Mom Hall', 'Donald Symington': 'Dad Hall', 'Helen Ludlam': 'Grammy Hall', 'Janet Margolin': 'Robin', 'Joan Neuman': ""Alvy's Mom"", 'Jonathan Munk': 'Alvy - Age 9', 'Mordecai Lawner': ""Alvy's Dad"", 'Paul Simon': 'Tony Lacey', 'Ruth Volner': ""Alvy's Aunt"", 'Shelley Duvall': 'Pam', 'Tony Roberts': 'Rob'}","['Drama', 'Comedy', 'Romance']"
